TOTAL_QUANTITY,PRACTICE_NAME,PCO_NAME,CHEMICAL_SUBSTANCE_BNF_DESCR,YEAR_MONTH,BNF_DESCRIPTION
84.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
14.0,INTERMEDIATE CARE (THE PEELE),SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
112.0,ARTANE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 6mg capsules
56.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 3mg capsules
224.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
28.0,BURNAGE HEALTHCARE PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
112.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
336.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 3mg capsules
84.0,CHEETHAM HILL PRIMARY CARE CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
56.0,DAM HEAD MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
14.0,THE VALLANCE CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
140.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
112.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
140.0,PRINCESS ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
56.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
14.0,THE ARCH MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 4.5mg capsules
28.0,NORTHERN MOOR MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,BROOKDALE SURGERY,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
84.0,EASTLANDS MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
140.0,WILBRAHAM SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
112.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
28.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
28.0,AILSA CRAIG MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
308.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
140.0,CHORLTON FAMILY PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
30.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 4.6mg/24hours transdermal patches
28.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg orodispersible tablets sugar free
14.0,DR CUNNINGHAM & PARTNERS,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
14.0,THE ARCH MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 1.5mg capsules
28.0,WEST POINT MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
56.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg orodispersible tablets sugar free
105.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
28.0,NORTHERN MOOR MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201610,Galantamine 8mg modified-release capsules
30.0,MANCHESTER MEDICAL,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 9.5mg/24hours transdermal patches
56.0,FERNCLOUGH SURGERY,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
140.0,FLORENCE HOUSE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
56.0,WOODLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,FIVE OAKS FAMILIY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
77.0,WILMSLOW ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
30.0,LEVENSHULME MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 4.6mg/24hours transdermal patches
28.0,LIME SQUARE MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201610,Galantamine 16mg modified-release capsules
60.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 4.6mg/24hours transdermal patches
112.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
112.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201610,Gazylan XL 16mg capsules
224.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
35.0,WILLOWBANK SURGERY,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
28.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201610,Galzemic XL 16mg capsules
28.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201610,Galzemic XL 16mg capsules
42.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
112.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 1.5mg capsules
21.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
14.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
77.0,MAULDETH MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,AL-SHIFA MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
70.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
30.0,ARTANE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 9.5mg/24hours transdermal patches
44.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 3mg capsules
28.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
56.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
56.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 3mg capsules
44.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,FERNCLOUGH SURGERY,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
84.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
28.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
7.0,THE ROBERT DARBISHIRE PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
14.0,NURSING HOME PROJECT TEAM (SOUTH),SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
112.0,WEST GORTON MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 1.5mg capsules
224.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 3mg capsules
240.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 2mg/ml oral solution sugar free
28.0,CORKLAND ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
21.0,DICKENSON ROAD MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
112.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 3mg capsules
50.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg/ml oral solution sugar free
56.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Galantamine,201610,Galantamine 8mg tablets
308.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
3.0,GTD HEALTHCARE GP SERVICE OOH,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
140.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
140.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
168.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201610,Gazylan XL 24mg capsules
56.0,WILMSLOW ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
112.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
21.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,WOODLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
84.0,PARK VIEW MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
14.0,FIVE OAKS FAMILIY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
84.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
18.0,FIVE OAKS FAMILIY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
28.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg orodispersible tablets sugar free
56.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
50.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg/ml oral solution sugar free
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 1.5mg capsules
168.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,WELLFIELD MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 1.5mg capsules
56.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
140.0,DRS HANIF &  BANNURU,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
56.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
280.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
224.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
56.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201610,Galantamine 16mg modified-release capsules
84.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
112.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
28.0,CHARLESTOWN MD,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
28.0,EASTLANDS MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201610,Galantamine 24mg modified-release capsules
28.0,BROOKDALE SURGERY,NORTH MANCHESTER CCG,Galantamine,201610,Gazylan XL 16mg capsules
56.0,EASTLANDS MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
112.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
50.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg/ml oral solution sugar free
14.0,BURNAGE HEALTHCARE PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
112.0,DAVID MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
28.0,EASTLANDS MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 9.5mg/24hours transdermal patches
56.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
21.0,FERNCLOUGH SURGERY,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
28.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
168.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
336.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
28.0,EASTLANDS MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Aricept Evess 10mg orodispersible tablets
280.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,THE DOC'S SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
28.0,THE ARCH MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 3mg capsules
28.0,THE ROBERT DARBISHIRE PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 1.5mg capsules
50.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg/ml oral solution sugar free
56.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
7.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg orodispersible tablets sugar free
56.0,SURREY LODGE PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
28.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201610,Gazylan XL 16mg capsules
21.0,EASTLANDS MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 4.6mg/24hours transdermal patches
56.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
28.0,WEST GORTON MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 9.5mg/24hours transdermal patches
84.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
28.0,OSWALD ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
119.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
14.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
280.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
168.0,LIME SQUARE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
28.0,HAWTHORN MC,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,MOUNT ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
28.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,THE NEVILLE FAMILY CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
240.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 2mg/ml oral solution sugar free
7.0,PARK VIEW MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
23.0,WELLFIELD MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
336.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201610,Galantamine 24mg modified-release capsules
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg orodispersible tablets sugar free
100.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg/ml oral solution sugar free
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
28.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 9.5mg/24hours transdermal patches
28.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg orodispersible tablets sugar free
14.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
84.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
84.0,WELLFIELD MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
42.0,CHEETHAM HILL PRIMARY CARE CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
112.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201610,Gazylan XL 16mg capsules
42.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
42.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 1.5mg capsules
84.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
168.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 9.5mg/24hours transdermal patches
28.0,DAM HEAD MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
28.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
56.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
50.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg/ml oral solution sugar free
42.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 1.5mg capsules
112.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 3mg capsules
100.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg/ml oral solution sugar free
200.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Galantamine,201610,Reminyl 4mg/ml oral solution
112.0,THE ROBERT DARBISHIRE PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 3mg capsules
56.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 4.5mg capsules
30.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 9.5mg/24hours transdermal patches
33.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,DR KHAN'S PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
14.0,DR KHAN'S PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
84.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201610,Gazylan XL 8mg capsules
56.0,DR CUNNINGHAM & PARTNERS,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
84.0,SURREY LODGE PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
84.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,DR KHAN'S PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
7.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
252.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
50.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg/ml oral solution sugar free
56.0,WEST POINT MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 9.5mg/24hours transdermal patches
224.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 3mg capsules
28.0,WOODLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
28.0,EASTLANDS MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201610,Galantamine 16mg modified-release capsules
28.0,INTERMEDIATE CARE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,NEW ISLINGTON MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
50.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg/ml oral solution sugar free
21.0,WOODLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 4.6mg/24hours transdermal patches
14.0,GORTON PARKS INTERMEDIATE CARE UNIT,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
28.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
14.0,MANCHESTER MEDICAL,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
56.0,FIVE OAKS FAMILIY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,NEW ISLINGTON MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 9.5mg/24hours transdermal patches
56.0,FLORENCE HOUSE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 3mg capsules
784.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
14.0,FLORENCE HOUSE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
56.0,SIMPSON MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
